entry_id,symbol,direction,signal_index,signal_time,signal_datetime,entry_index,entry_time,entry_datetime,entry_price,exit_index,exit_time,exit_datetime,exit_price,duration_bars,peak_favorable_price,max_adverse_price,max_roe_pct,max_stoploss_pct,net_pnl_pct,label
53,ETHUSDT,SELL,11713,1771163100000,2026-02-15 13:45:00,11714,1771164000000,2026-02-15 14:00:00,2001.2,11979,1771403400000,2026-02-18 08:30:00,2029.29,266,1926.83,2038.27,3.716,1.852,-1.404,win
54,ETHUSDT,BUY,11979,1771402500000,2026-02-18 08:15:00,11980,1771403400000,2026-02-18 08:30:00,2029.29,12021,1771441200000,2026-02-18 19:00:00,1951.37,42,2030.0,1946.9,0.035,4.06,-3.84,lose
55,ETHUSDT,SELL,12021,1771440300000,2026-02-18 18:45:00,12022,1771441200000,2026-02-18 19:00:00,1951.37,12277,1771671600000,2026-02-21 11:00:00,1973.29,256,1905.5,1986.91,2.351,1.821,-1.123,win
56,ETHUSDT,BUY,12277,1771670700000,2026-02-21 10:45:00,12278,1771671600000,2026-02-21 11:00:00,1973.29,12388,1771771500000,2026-02-22 14:45:00,1946.55,111,1996.64,1942.24,1.183,1.574,-1.355,lose
57,ETHUSDT,SELL,12388,1771770600000,2026-02-22 14:30:00,12389,1771771500000,2026-02-22 14:45:00,1946.55,12626,1771985700000,2026-02-25 02:15:00,1933.91,238,1796.0,1960.0,7.734,0.691,0.649,win
58,ETHUSDT,BUY,12626,1771984800000,2026-02-25 02:00:00,12627,1771985700000,2026-02-25 02:15:00,1933.91,12785,1772128800000,2026-02-26 18:00:00,1987.44,159,2149.95,1877.06,11.171,2.94,2.768,win
59,ETHUSDT,SELL,12785,1772127900000,2026-02-26 17:45:00,12786,1772128800000,2026-02-26 18:00:00,1987.44,12992,1772315100000,2026-02-28 21:45:00,1958.23,207,1834.06,2063.71,7.717,3.838,1.47,win
60,ETHUSDT,BUY,12992,1772314200000,2026-02-28 21:30:00,12993,1772315100000,2026-02-28 21:45:00,1958.23,13090,1772403300000,2026-03-01 22:15:00,1944.79,98,2054.67,1905.91,4.925,2.672,-0.686,win
61,ETHUSDT,SELL,13090,1772402400000,2026-03-01 22:00:00,13091,1772403300000,2026-03-01 22:15:00,1944.79,13162,1772468100000,2026-03-02 16:15:00,2069.37,72,1913.4,2076.28,1.614,6.761,-6.406,lose
62,ETHUSDT,BUY,13162,1772467200000,2026-03-02 16:00:00,13163,1772468100000,2026-03-02 16:15:00,2069.37,13234,1772532900000,2026-03-03 10:15:00,1946.35,72,2089.0,1938.01,0.949,6.348,-5.945,lose
63,ETHUSDT,SELL,13234,1772532000000,2026-03-03 10:00:00,13235,1772532900000,2026-03-03 10:15:00,1946.35,13327,1772616600000,2026-03-04 09:30:00,2075.44,93,1926.32,2080.0,1.029,6.867,-6.632,lose
64,ETHUSDT,BUY,13327,1772615700000,2026-03-04 09:15:00,13328,1772616600000,2026-03-04 09:30:00,2075.44,13483,1772757000000,2026-03-06 00:30:00,2071.8,156,2199.47,2035.2,5.976,1.939,-0.175,win
65,ETHUSDT,SELL,13483,1772756100000,2026-03-06 00:15:00,13484,1772757000000,2026-03-06 00:30:00,2071.8,13808,1773049500000,2026-03-09 09:45:00,2014.94,325,1906.63,2092.39,7.972,0.994,2.744,win
66,ETHUSDT,BUY,13808,1773048600000,2026-03-09 09:30:00,13809,1773049500000,2026-03-09 09:45:00,2014.94,14279,1773473400000,2026-03-14 07:30:00,2078.66,471,2209.49,1980.0,9.655,1.734,3.162,win
67,ETHUSDT,SELL,14279,1773472500000,2026-03-14 07:15:00,14280,1773473400000,2026-03-14 07:30:00,2078.66,14367,1773552600000,2026-03-15 05:30:00,2108.4,88,2060.09,2116.35,0.893,1.813,-1.431,lose
68,ETHUSDT,BUY,14367,1773551700000,2026-03-15 05:15:00,14368,1773552600000,2026-03-15 05:30:00,2108.4,14683,1773837000000,2026-03-18 12:30:00,2262.53,316,2385.78,2085.1,13.156,1.105,7.31,win
69,ETHUSDT,SELL,14683,1773836100000,2026-03-18 12:15:00,14684,1773837000000,2026-03-18 12:30:00,2262.53,15164,1774269900000,2026-03-23 12:45:00,2144.18,481,2021.58,2262.54,10.65,0.0,5.231,win
70,ETHUSDT,BUY,15164,1774269000000,2026-03-23 12:30:00,15165,1774269900000,2026-03-23 12:45:00,2144.18,15429,1774508400000,2026-03-26 07:00:00,2120.71,265,2200.11,2102.0,2.608,1.967,-1.095,win
71,ETHUSDT,SELL,15429,1774507500000,2026-03-26 06:45:00,15430,1774508400000,2026-03-26 07:00:00,2120.71,15656,1774712700000,2026-03-28 15:45:00,2027.21,227,1966.2,2126.24,7.286,0.261,4.409,win
72,ETHUSDT,BUY,15656,1774711800000,2026-03-28 15:30:00,15657,1774712700000,2026-03-28 15:45:00,2027.21,15733,1774782000000,2026-03-29 11:00:00,1994.88,77,2028.97,1988.16,0.087,1.926,-1.595,lose
73,ETHUSDT,SELL,15733,1774781100000,2026-03-29 10:45:00,15734,1774782000000,2026-03-29 11:00:00,1994.88,15803,1774845000000,2026-03-30 04:30:00,2046.0,70,1936.54,2051.84,2.924,2.855,-2.563,win
74,ETHUSDT,BUY,15803,1774844100000,2026-03-30 04:15:00,15804,1774845000000,2026-03-30 04:30:00,2046.0,16088,1775101500000,2026-04-02 03:45:00,2052.97,285,2167.2,2011.25,5.924,1.698,0.341,win
