symbol,direction,signal_index,signal_datetime,entry_price,max_roe_pct,max_stoploss_pct,net_pnl_pct,duration_bars,label,total_active_bsl,total_active_ssl,danger_zone_type,n_danger_zones,n_safe_zones,nearest_danger_dist_pct,nearest_safe_dist_pct,has_danger_liq,danger_liq_close,safe_liq_present,liq_ratio,liq_ratio_risky,all_danger_dists
ADAUSDT,BUY,4505,2025-12-02 11:45:00,0.3935,15.807,0.229,9.454,279,win,3,1,BSL,3,1,10.826,5.159,True,False,True,2.099,False,"[10.826, 13.355, 22.732]"
ADAUSDT,SELL,4784,2025-12-05 09:30:00,0.4307,5.921,0.975,-0.72,227,win,2,1,SSL,1,2,13.35,2.612,True,False,True,5.111,False,[13.35]
ADAUSDT,BUY,5011,2025-12-07 18:15:00,0.4338,11.503,5.348,3.02,313,win,2,2,BSL,2,2,1.879,5.988,True,False,True,0.314,True,"[1.879, 11.33]"
ADAUSDT,SELL,5324,2025-12-11 00:30:00,0.4469,22.511,0.157,18.17,805,win,0,2,SSL,2,0,8.744,,True,False,False,,False,"[8.744, 16.491]"
ADAUSDT,BUY,6129,2025-12-19 09:45:00,0.3657,4.156,0.273,0.574,163,win,4,1,BSL,4,1,3.678,4.922,True,False,True,0.747,True,"[3.678, 9.47, 11.266, 17.555]"
ADAUSDT,SELL,6292,2025-12-21 02:30:00,0.3678,2.855,2.447,-1.713,138,win,4,1,SSL,1,4,5.465,3.086,True,False,True,1.771,False,[5.465]
ADAUSDT,BUY,6430,2025-12-22 13:00:00,0.3741,2.165,3.234,-2.753,84,win,4,2,BSL,4,2,1.35,5.266,True,True,True,0.256,True,"[1.35, 7.012, 8.768, 14.916]"
ADAUSDT,SELL,6514,2025-12-23 10:00:00,0.3638,6.844,1.374,1.979,302,win,4,2,SSL,2,4,2.584,4.219,True,False,True,0.612,True,"[2.584, 4.426]"
ADAUSDT,BUY,6816,2025-12-26 13:30:00,0.3566,0.337,3.561,-3.477,13,lose,5,1,BSL,5,1,0.692,4.262,True,True,True,0.162,True,"[0.692, 6.324, 12.264, 14.105, 20.555]"
ADAUSDT,SELL,6829,2025-12-26 16:45:00,0.3442,0.029,4.271,-3.719,77,lose,4,1,SSL,1,4,0.813,10.154,True,True,True,0.08,True,[0.813]
ADAUSDT,BUY,6906,2025-12-27 12:00:00,0.357,5.686,0.476,1.793,130,win,4,0,BSL,4,0,6.204,,True,False,False,,False,"[6.204, 12.138, 13.978, 20.42]"
ADAUSDT,SELL,7036,2025-12-28 20:30:00,0.3634,0.413,4.568,-3.632,23,lose,4,0,SSL,0,4,,4.334,False,False,True,,False,[]
ADAUSDT,BUY,7059,2025-12-29 02:15:00,0.3766,2.124,3.956,-3.372,46,win,4,0,BSL,4,0,0.677,,True,True,False,,False,"[0.677, 6.302, 8.046, 14.153]"
ADAUSDT,SELL,7105,2025-12-29 13:45:00,0.3639,9.975,1.539,4.891,295,win,3,0,SSL,0,3,,10.012,False,False,True,,False,[]
ADAUSDT,BUY,7400,2026-01-01 15:30:00,0.3461,26.351,0.202,18.925,531,win,3,1,BSL,3,1,15.67,4.637,True,False,True,3.379,False,"[15.67, 17.567, 24.213]"
ADAUSDT,SELL,7931,2026-01-07 04:15:00,0.4116,6.827,2.745,2.381,474,win,1,3,SSL,3,1,2.709,3.013,True,False,True,0.899,True,"[2.709, 6.754, 19.813]"
ADAUSDT,BUY,8405,2026-01-12 02:45:00,0.4018,0.423,5.077,-4.878,44,lose,2,2,BSL,2,2,0.209,4.48,True,True,True,0.047,True,"[0.209, 5.525]"
ADAUSDT,SELL,8449,2026-01-12 13:45:00,0.3822,0.262,6.306,-6.253,104,lose,2,1,SSL,1,2,13.645,5.348,True,False,True,2.551,False,[13.645]
ADAUSDT,BUY,8553,2026-01-13 15:45:00,0.4061,5.171,1.798,-1.527,143,win,1,2,BSL,1,2,4.408,5.491,True,False,True,0.803,True,[4.408]
ADAUSDT,SELL,8696,2026-01-15 03:30:00,0.3999,5.426,2.701,1.375,193,win,0,2,SSL,2,0,4.026,,True,False,False,,False,"[4.026, 17.467]"
ADAUSDT,BUY,8889,2026-01-17 03:45:00,0.3944,2.485,1.344,-0.659,152,win,0,2,BSL,0,2,,0.811,False,False,True,,False,[]
ADAUSDT,SELL,9041,2026-01-18 17:45:00,0.3918,12.94,1.302,5.972,307,win,0,1,SSL,1,0,15.761,,True,False,False,,False,[15.761]
ADAUSDT,BUY,9348,2026-01-21 22:30:00,0.3684,0.299,4.235,-3.8,160,lose,1,1,BSL,1,1,1.126,10.41,True,True,True,0.108,True,[1.126]
ADAUSDT,SELL,9508,2026-01-23 14:30:00,0.3544,6.179,4.628,0.649,294,win,1,1,SSL,1,1,6.871,5.121,True,False,True,1.342,False,[6.871]
ADAUSDT,BUY,9802,2026-01-26 16:00:00,0.3521,3.635,1.619,-0.568,244,win,1,1,BSL,1,1,2.682,1.448,True,False,True,1.852,False,[2.682]
ADAUSDT,SELL,10046,2026-01-29 05:00:00,0.3501,23.222,0.628,14.196,448,win,0,0,SSL,0,0,,,False,False,False,,False,[]
ADAUSDT,BUY,10494,2026-02-02 21:00:00,0.3004,1.498,6.258,-4.727,170,lose,1,0,BSL,1,0,0.322,,True,True,False,,False,[0.322]
ADAUSDT,SELL,10664,2026-02-04 15:30:00,0.2862,22.991,2.516,3.249,194,win,1,0,SSL,0,1,,5.678,False,False,True,,False,[]
ADAUSDT,BUY,10858,2026-02-06 16:00:00,0.2769,2.6,4.875,-4.767,264,win,1,1,BSL,1,1,9.227,19.538,True,False,True,0.472,True,[9.227]
ADAUSDT,SELL,11122,2026-02-09 10:00:00,0.2637,5.119,3.716,-0.645,289,win,2,1,SSL,1,2,15.51,4.551,True,False,True,3.408,False,[15.51]
ADAUSDT,BUY,11411,2026-02-12 10:15:00,0.2654,13.677,3.052,7.159,309,win,3,2,BSL,3,2,0.367,5.539,True,True,True,0.066,True,"[0.367, 3.881, 13.96]"
ADAUSDT,SELL,11720,2026-02-15 15:30:00,0.2844,6.153,1.793,-1.547,481,win,0,4,SSL,4,0,2.974,,True,False,False,,False,"[2.974, 9.165, 11.85, 21.66]"
ADAUSDT,BUY,12201,2026-02-20 15:45:00,0.2888,1.697,4.709,-4.571,149,lose,0,3,BSL,0,3,,10.549,False,False,True,,False,[]
ADAUSDT,SELL,12350,2026-02-22 05:00:00,0.2756,6.785,0.617,0.726,127,win,0,3,SSL,3,0,6.265,,True,False,False,,False,"[6.265, 9.035, 19.158]"
ADAUSDT,BUY,12477,2026-02-23 12:45:00,0.2736,0.183,4.934,-4.678,29,lose,0,3,BSL,0,3,,5.58,False,False,True,,False,[]
ADAUSDT,SELL,12506,2026-02-23 20:00:00,0.2608,2.837,3.834,-3.758,121,win,0,3,SSL,3,0,0.946,,True,True,False,,False,"[0.946, 3.873, 14.571]"
ADAUSDT,BUY,12627,2026-02-25 02:15:00,0.2706,15.817,3.215,4.693,159,win,0,3,BSL,0,3,,4.533,False,False,True,,False,[]
ADAUSDT,SELL,12786,2026-02-26 18:00:00,0.2833,8.542,4.553,1.836,207,win,0,3,SSL,3,0,8.813,,True,False,False,,False,"[8.813, 11.507, 21.355]"
ADAUSDT,BUY,12993,2026-02-28 21:45:00,0.2781,5.07,2.697,-2.589,89,win,1,3,BSL,1,3,5.645,7.108,True,False,True,0.794,True,[5.645]
ADAUSDT,SELL,13082,2026-03-01 20:00:00,0.2709,0.997,6.423,-6.312,80,lose,1,3,SSL,3,1,4.639,8.453,True,False,True,0.549,True,"[4.639, 7.457, 17.756]"
ADAUSDT,BUY,13162,2026-03-02 16:00:00,0.288,0.174,6.875,-6.597,59,lose,1,3,BSL,1,3,2.014,10.301,True,False,True,0.196,True,[2.014]
ADAUSDT,SELL,13221,2026-03-03 06:45:00,0.269,4.015,1.933,-1.413,126,win,2,3,SSL,3,2,3.965,6.599,True,False,True,0.601,True,"[3.965, 6.803, 17.175]"
ADAUSDT,BUY,13347,2026-03-04 14:15:00,0.2728,4.472,2.896,-1.393,126,win,2,3,BSL,2,3,5.114,5.303,True,False,True,0.964,True,"[5.114, 7.698]"
ADAUSDT,SELL,13473,2026-03-05 21:45:00,0.269,8.699,1.041,3.643,376,win,3,4,SSL,4,3,0.644,0.558,True,True,True,1.156,False,"[0.644, 3.965, 6.803, 17.175]"
ADAUSDT,BUY,13849,2026-03-09 19:45:00,0.2592,5.826,1.813,-0.077,237,win,4,2,BSL,4,2,0.61,3.279,True,True,True,0.186,True,"[0.61, 4.36, 7.202, 13.349]"
ADAUSDT,SELL,14086,2026-03-12 07:00:00,0.259,0.347,5.367,-4.208,70,lose,2,2,SSL,2,2,3.205,7.284,True,False,True,0.44,True,"[3.205, 13.977]"
ADAUSDT,BUY,14156,2026-03-13 00:30:00,0.2699,4.261,2.445,-1.741,91,win,2,3,BSL,2,3,2.952,3.727,True,False,True,0.792,True,"[2.952, 8.855]"
ADAUSDT,SELL,14247,2026-03-13 23:15:00,0.2652,2.715,0.528,-0.038,119,win,1,3,SSL,3,1,2.021,10.784,True,False,True,0.187,True,"[2.021, 5.468, 15.988]"
ADAUSDT,BUY,14366,2026-03-15 05:00:00,0.2653,11.383,1.319,4.109,318,win,1,3,BSL,1,3,10.743,2.058,True,False,True,5.22,False,[10.743]
ADAUSDT,SELL,14684,2026-03-18 12:30:00,0.2762,10.391,0.434,5.865,482,win,0,3,SSL,3,0,5.923,,True,False,False,,False,"[5.923, 9.232, 19.334]"
ADAUSDT,BUY,15166,2026-03-23 13:00:00,0.26,6.462,0.846,0.846,259,win,2,2,BSL,2,2,2.798,3.577,True,False,True,0.782,True,"[2.798, 5.865]"
ADAUSDT,SELL,15425,2026-03-26 05:45:00,0.2622,11.365,0.114,4.31,395,win,1,2,SSL,2,1,4.386,4.977,True,False,True,0.881,True,"[4.386, 15.027]"
ADAUSDT,BUY,15820,2026-03-30 08:30:00,0.2509,0.757,4.583,-4.145,102,lose,2,2,BSL,2,2,1.868,6.669,True,False,True,0.28,True,"[1.868, 9.705]"
ADAUSDT,SELL,15922,2026-03-31 10:00:00,0.2405,2.62,5.904,-5.073,82,win,3,2,SSL,2,3,2.633,3.597,True,False,True,0.732,True,"[2.633, 7.36]"
ADAUSDT,BUY,16004,2026-04-01 06:30:00,0.2527,0.237,6.015,-5.461,85,lose,2,2,BSL,2,2,1.142,7.334,True,True,True,0.156,True,"[1.142, 8.924]"
ADAUSDT,SELL,16089,2026-04-02 03:45:00,0.2389,1.8,2.637,-2.093,114,lose,3,2,SSL,2,3,1.981,4.29,True,False,True,0.462,True,"[1.981, 6.739]"
ADAUSDT,BUY,16203,2026-04-03 08:15:00,0.2439,3.034,0.943,-0.656,188,win,3,2,BSL,3,2,2.153,3.991,True,False,True,0.539,True,"[2.153, 4.791, 12.854]"
ADAUSDT,SELL,16391,2026-04-05 07:15:00,0.2423,1.156,5.943,-5.118,67,lose,3,2,SSL,2,3,3.357,2.827,True,False,True,1.187,False,"[3.357, 8.048]"
ADAUSDT,BUY,16458,2026-04-06 00:00:00,0.2547,2.081,4.005,-3.808,93,win,2,3,BSL,2,3,0.348,4.442,True,True,True,0.078,True,"[0.348, 8.068]"
ADAUSDT,SELL,16551,2026-04-06 23:15:00,0.245,2.163,4.245,-4.041,92,win,1,3,SSL,3,1,0.659,12.347,True,True,True,0.053,True,"[0.659, 4.422, 9.061]"
ADAUSDT,BUY,16643,2026-04-07 22:15:00,0.2549,4.472,1.452,-1.255,89,win,1,3,BSL,1,3,7.984,4.517,True,False,True,1.767,False,[7.984]
ADAUSDT,SELL,16732,2026-04-08 20:30:00,0.2517,1.748,2.463,-2.026,100,lose,2,3,SSL,3,2,3.303,4.966,True,False,True,0.665,True,"[3.303, 6.966, 11.482]"
ADAUSDT,BUY,16832,2026-04-09 21:30:00,0.2568,1.674,2.96,-2.531,139,lose,2,4,BSL,2,4,2.882,2.979,True,False,True,0.967,True,"[2.882, 7.185]"
ADAUSDT,SELL,16971,2026-04-11 08:15:00,0.2503,6.073,2.237,1.199,250,win,3,3,SSL,3,3,2.762,2.817,True,False,True,0.981,True,"[2.762, 6.446, 10.987]"
ADAUSDT,BUY,17221,2026-04-13 22:45:00,0.2473,0.89,3.761,-2.911,134,lose,2,2,BSL,2,2,6.834,5.311,True,False,True,1.287,False,"[6.834, 11.302]"
ADAUSDT,SELL,17355,2026-04-15 08:15:00,0.2401,0.625,3.124,-2.666,44,lose,3,2,SSL,2,3,2.471,4.196,True,False,True,0.589,True,"[2.471, 7.205]"
ADAUSDT,BUY,17399,2026-04-15 19:15:00,0.2465,8.682,1.217,2.515,253,win,3,3,BSL,3,3,1.491,1.353,True,True,True,1.102,False,"[1.491, 7.181, 11.663]"
ADAUSDT,SELL,17652,2026-04-18 10:30:00,0.2527,4.749,0.198,1.345,266,win,1,4,SSL,4,1,1.247,8.924,True,True,True,0.14,True,"[1.247, 3.773, 7.334, 11.832]"
ADAUSDT,BUY,17918,2026-04-21 05:00:00,0.2493,3.289,2.206,-0.923,177,win,2,4,BSL,2,4,0.634,0.435,True,True,True,1.458,False,"[0.634, 10.409]"
ADAUSDT,SELL,18095,2026-04-23 01:15:00,0.247,1.053,1.984,-1.377,150,lose,2,3,SSL,3,2,1.552,3.215,True,False,True,0.483,True,"[1.552, 5.196, 9.798]"
ADAUSDT,BUY,18245,2026-04-24 14:45:00,0.2504,1.358,0.998,-0.719,112,lose,2,4,BSL,2,4,1.813,0.872,True,False,True,2.079,False,"[1.813, 9.924]"
ADAUSDT,SELL,18357,2026-04-25 18:45:00,0.2486,0.121,2.253,-2.212,66,lose,2,4,SSL,4,2,0.154,2.55,True,True,True,0.06,True,"[0.154, 2.186, 5.806, 10.378]"
ADAUSDT,BUY,18423,2026-04-26 11:15:00,0.2541,0.787,3.188,-2.715,80,lose,2,4,BSL,2,4,0.331,2.315,True,True,True,0.143,True,"[0.331, 8.323]"
ADAUSDT,SELL,18503,2026-04-27 07:15:00,0.2472,1.78,1.335,-0.971,193,lose,2,3,SSL,3,2,1.632,3.131,True,False,True,0.521,True,"[1.632, 5.272, 9.871]"
ADAUSDT,BUY,18696,2026-04-29 07:30:00,0.2496,1.763,2.644,-2.324,33,lose,2,3,BSL,2,3,2.139,2.578,True,False,True,0.83,True,"[2.139, 10.276]"
ADAUSDT,SELL,18729,2026-04-29 15:45:00,0.2438,2.338,2.666,-2.297,145,win,3,3,SSL,3,3,0.26,2.21,True,True,True,0.118,True,"[0.26, 3.951, 8.614]"
ADAUSDT,BUY,18874,2026-05-01 04:00:00,0.2494,9.743,1.083,4.651,650,win,2,3,BSL,2,3,2.221,2.5,True,False,True,0.889,True,"[2.221, 10.365]"
ADAUSDT,SELL,19524,2026-05-07 22:30:00,0.261,0.421,3.985,-3.793,75,lose,1,5,SSL,5,1,1.341,5.46,True,True,True,0.246,True,"[1.341, 4.928, 6.833, 10.281, 14.636]"
ADAUSDT,BUY,19599,2026-05-08 17:15:00,0.2709,2.879,0.849,-0.48,146,win,1,6,BSL,1,6,1.606,2.412,True,False,True,0.666,True,[1.606]
ADAUSDT,SELL,19745,2026-05-10 05:45:00,0.2696,0.519,2.856,-2.782,39,lose,0,6,SSL,6,0,1.941,,True,False,False,,False,"[1.941, 4.488, 7.961, 9.805, 13.143, 17.359]"
ADAUSDT,BUY,19784,2026-05-10 15:30:00,0.2771,4.15,1.155,-0.938,166,win,0,7,BSL,0,7,,2.003,False,False,True,,False,[]
ADAUSDT,SELL,19950,2026-05-12 09:00:00,0.2745,4.918,1.166,1.093,221,win,0,6,SSL,6,0,3.692,,True,False,False,,False,"[3.692, 6.193, 9.603, 11.415, 14.693, 18.834]"
ADAUSDT,BUY,20171,2026-05-14 16:15:00,0.2715,3.241,4.088,-3.978,85,win,1,5,BSL,1,5,2.762,5.157,True,False,True,0.536,True,[2.762]
ADAUSDT,SELL,20256,2026-05-15 13:30:00,0.2607,6.022,0.69,3.567,636,win,0,5,SSL,5,0,1.227,,True,True,False,,False,"[1.227, 4.818, 6.726, 10.178, 14.538]"
ADAUSDT,BUY,20892,2026-05-22 04:30:00,0.2514,1.233,3.699,-3.302,60,lose,2,4,BSL,2,4,0.688,1.297,True,True,True,0.53,True,"[0.688, 3.315]"
ADAUSDT,SELL,20952,2026-05-22 19:30:00,0.2431,3.044,2.509,-2.304,100,win,1,2,SSL,2,1,3.675,6.842,True,False,True,0.537,True,"[3.675, 8.35]"
ADAUSDT,BUY,21052,2026-05-23 20:30:00,0.2487,0.844,3.177,-2.774,97,lose,1,3,BSL,1,3,4.436,2.225,True,False,True,1.994,False,[4.436]
ADAUSDT,SELL,21149,2026-05-24 20:45:00,0.2418,1.447,2.233,-1.696,78,lose,2,2,SSL,2,2,3.157,2.605,True,False,True,1.212,False,"[3.157, 7.858]"
ADAUSDT,BUY,21227,2026-05-25 16:15:00,0.2459,0.732,2.521,-2.115,38,lose,2,3,BSL,2,3,0.895,1.112,True,True,True,0.805,True,"[0.895, 5.626]"
ADAUSDT,SELL,21265,2026-05-26 01:45:00,0.2407,5.359,2.742,0.956,388,win,2,2,SSL,2,2,2.714,3.074,True,False,True,0.883,True,"[2.714, 7.437]"
ADAUSDT,BUY,21653,2026-05-30 02:45:00,0.2384,0.419,2.643,-2.391,151,lose,2,2,BSL,2,2,0.384,1.776,True,True,True,0.216,True,"[0.384, 8.949]"
ADAUSDT,SELL,21804,2026-05-31 16:30:00,0.2327,36.184,2.063,28.749,643,win,2,1,SSL,1,2,4.254,2.842,True,False,True,1.497,False,[4.254]
ADAUSDT,BUY,22447,2026-06-07 09:15:00,0.1658,5.187,4.765,-2.232,266,win,1,2,BSL,1,2,56.655,4.384,True,False,True,12.922,False,[56.655]
ADAUSDT,SELL,22713,2026-06-10 03:45:00,0.1621,2.468,5.182,-5.182,152,win,2,2,SSL,2,2,2.202,6.863,True,False,True,0.321,True,"[2.202, 8.174]"
ADAUSDT,BUY,22865,2026-06-11 17:45:00,0.1705,3.05,2.111,-1.994,270,win,2,3,BSL,2,3,1.598,2.698,True,False,True,0.592,True,"[1.598, 52.336]"
ADAUSDT,SELL,23135,2026-06-14 13:15:00,0.1671,1.137,5.326,-4.967,36,lose,1,3,SSL,3,1,0.718,55.436,True,True,True,0.013,True,"[0.718, 5.128, 10.922]"
ADAUSDT,BUY,23171,2026-06-14 22:15:00,0.1754,8.267,0.912,0.114,112,win,1,3,BSL,1,3,48.081,5.416,True,False,True,8.877,False,[48.081]
ADAUSDT,SELL,23283,2026-06-16 02:15:00,0.1756,20.615,3.303,14.522,879,win,1,4,SSL,4,1,1.538,47.912,True,False,True,0.032,True,"[1.538, 5.524, 9.721, 15.233]"
ADAUSDT,BUY,24162,2026-06-25 06:00:00,0.1501,0.2,7.995,-4.93,34,lose,4,1,BSL,4,1,0.133,5.983,True,True,True,0.022,True,"[0.133, 7.106, 21.419, 73.04]"
ADAUSDT,SELL,24196,2026-06-25 14:30:00,0.1427,3.083,5.046,-4.135,107,win,4,1,SSL,1,4,1.107,5.326,True,True,True,0.208,True,[1.107]
ADAUSDT,BUY,24303,2026-06-26 17:15:00,0.1486,0.673,2.894,-2.624,115,lose,4,1,BSL,4,1,1.144,5.034,True,True,True,0.227,True,"[1.144, 8.188, 22.645, 74.787]"
ADAUSDT,SELL,24418,2026-06-27 22:00:00,0.1447,2.557,2.833,-1.313,194,win,4,1,SSL,1,4,2.474,3.87,True,False,True,0.639,True,[2.474]
ADAUSDT,BUY,24612,2026-06-29 22:30:00,0.1466,0.0,3.138,-3.07,57,lose,3,1,BSL,3,1,9.663,3.738,True,False,True,2.585,False,"[9.663, 24.318, 77.171]"
ADAUSDT,SELL,24669,2026-06-30 12:45:00,0.1421,0.211,7.671,-7.108,62,lose,4,1,SSL,1,4,0.69,2.885,True,True,True,0.239,True,[0.69]
ADAUSDT,BUY,24731,2026-07-01 04:15:00,0.1522,31.34,2.365,20.894,489,win,3,0,BSL,3,0,5.629,,True,False,False,,False,"[5.629, 19.744, 70.653]"
ADAUSDT,SELL,25220,2026-07-06 06:30:00,0.184,10.489,1.685,6.467,516,win,3,2,SSL,2,3,4.103,3.587,True,False,True,1.144,False,"[4.103, 15.924]"
ADAUSDT,BUY,25736,2026-07-11 15:30:00,0.1721,0.581,5.404,-5.171,36,lose,3,2,BSL,3,2,10.75,4.118,True,False,True,2.61,False,"[10.75, 15.026, 50.92]"
ADAUSDT,SELL,25772,2026-07-12 00:30:00,0.1632,4.841,1.961,-0.306,245,win,4,1,SSL,1,4,5.208,3.226,True,False,True,1.615,False,[5.208]
ADAUSDT,BUY,26017,2026-07-14 13:45:00,0.1637,3.421,1.71,-1.1,177,win,4,1,BSL,4,1,2.911,5.498,True,False,True,0.529,True,"[2.911, 16.432, 20.929, 58.664]"
ADAUSDT,SELL,26194,2026-07-16 10:00:00,0.1619,2.656,3.15,-2.409,125,win,4,1,SSL,1,4,4.447,4.055,True,False,True,1.097,False,[4.447]
ADAUSDT,BUY,26319,2026-07-17 17:15:00,0.1658,2.051,2.654,-2.533,244,win,4,2,BSL,4,2,1.607,1.723,True,False,True,0.933,True,"[1.607, 14.958, 19.397, 56.655]"
ADAUSDT,SELL,26563,2026-07-20 06:15:00,0.1616,0.681,5.569,-4.146,49,lose,3,1,SSL,1,3,4.27,17.946,True,False,True,0.238,True,[4.27]
ADAUSDT,BUY,26612,2026-07-20 18:30:00,0.1683,7.427,0.713,0.891,275,win,3,2,BSL,3,2,13.25,3.183,True,False,True,4.163,False,"[13.25, 17.623, 54.328]"
ADAUSDT,SELL,26887,2026-07-23 15:15:00,0.1698,5.006,0.471,2.532,202,win,4,2,SSL,2,4,4.038,3.938,True,False,True,1.025,False,"[4.038, 8.893]"
ADAUSDT,BUY,27089,2026-07-25 17:45:00,0.1655,1.027,4.713,-3.988,181,lose,5,2,BSL,5,2,0.748,1.545,True,True,True,0.484,True,"[0.748, 6.639, 15.166, 19.613, 56.939]"
ADAUSDT,SELL,27270,2026-07-27 15:00:00,0.1589,3.587,2.832,-2.077,126,win,5,1,SSL,1,5,2.643,4.932,True,False,True,0.536,True,[2.643]
ADAUSDT,BUY,27396,2026-07-28 22:30:00,0.1622,22.996,1.171,15.66,792,win,5,0,BSL,5,0,2.797,,True,False,False,,False,"[2.797, 8.809, 17.509, 22.047, 60.132]"
ADAUSDT,SELL,28188,2026-08-06 04:30:00,0.1876,0.32,8.369,-6.716,41,lose,1,2,SSL,2,1,3.151,38.451,True,False,True,0.082,True,"[3.151, 9.633]"
ADAUSDT,BUY,28229,2026-08-06 14:45:00,0.2002,5.744,2.348,-1.798,269,win,1,2,BSL,1,2,29.737,9.246,True,False,True,3.216,False,[29.737]
ADAUSDT,SELL,28498,2026-08-09 10:00:00,0.1966,12.97,1.424,7.681,982,win,2,2,SSL,2,2,7.584,2.362,True,False,True,3.212,False,"[7.584, 13.77]"
ADAUSDT,BUY,29480,2026-08-19 15:30:00,0.1815,42.59,2.094,19.284,344,win,2,0,BSL,2,0,4.146,,True,False,False,,False,"[4.146, 43.104]"
ADAUSDT,SELL,29824,2026-08-23 05:30:00,0.2165,1.293,6.513,-3.418,175,lose,1,1,SSL,1,1,0.385,7.367,True,True,True,0.052,True,[0.385]
AVAXUSDT,SELL,12,2025-10-16 16:30:00,21.035,9.627,2.239,4.093,244,win,0,0,SSL,0,0,,,False,False,False,,False,[]
AVAXUSDT,BUY,256,2025-10-19 05:30:00,20.174,5.086,2.166,0.461,170,win,1,2,BSL,1,2,5.217,1.62,True,False,True,3.221,False,[5.217]
AVAXUSDT,SELL,426,2025-10-21 00:00:00,20.267,3.997,2.842,-2.472,61,win,0,1,SSL,1,0,6.111,,True,False,False,,False,[6.111]
