symbol,orig_direction,rev_direction,signal_index,entry_index,entry_price,exit_price,duration_bars,rev_max_roe_pct,rev_max_sl_pct,rev_net_pnl_pct,rev_label
DOGEUSDT,SELL,BUY,23138,23139,0.0864,0.0884,36,3.138,0.857,2.397,win
DOGEUSDT,BUY,SELL,23173,23174,0.0883,0.087,118,1.834,2.864,1.551,lose
DOGEUSDT,BUY,SELL,24341,24342,0.0759,0.0745,77,2.003,0.712,1.858,win
DOGEUSDT,BUY,SELL,24777,24778,0.0733,0.0761,333,2.318,8.223,-3.818,win
DOGEUSDT,BUY,SELL,25187,25188,0.0785,0.0752,62,5.289,0.421,4.116,win
DOGEUSDT,SELL,BUY,25248,25249,0.0749,0.074,338,4.524,5.324,-1.241,win
DOGEUSDT,SELL,BUY,25770,25771,0.0727,0.0739,247,2.036,2.518,1.623,win
DOGEUSDT,BUY,SELL,26662,26663,0.0732,0.0724,102,1.504,0.984,1.08,lose
DOGEUSDT,SELL,BUY,26763,26764,0.0724,0.0707,316,1.519,6.008,-2.348,lose
DOGEUSDT,BUY,SELL,27803,27804,0.0701,0.0692,113,1.669,1.94,1.227,lose
DOGEUSDT,SELL,BUY,27915,27916,0.069,0.0704,81,2.362,0.072,2.014,win
DOGEUSDT,BUY,SELL,27995,27996,0.0703,0.0698,192,1.564,0.498,0.81,lose
DOGEUSDT,BUY,SELL,28320,28321,0.0701,0.07,151,1.098,2.053,0.2,lose
DOGEUSDT,SELL,BUY,28470,28471,0.0698,0.0706,77,1.589,0.014,1.131,lose
DOGEUSDT,SELL,BUY,28560,28561,0.0697,0.0707,143,1.736,0.474,1.406,lose
DOGEUSDT,BUY,SELL,29247,29248,0.0702,0.089,731,0.869,44.028,-26.853,lose
ETHUSDT,BUY,SELL,489,490,4080.41,3874.48,41,6.495,0.686,5.047,win
ETHUSDT,BUY,SELL,1479,1480,3853.87,3753.57,207,2.931,1.638,2.603,win
ETHUSDT,SELL,BUY,2028,2029,3259.71,3445.21,108,5.807,2.049,5.691,win
ETHUSDT,BUY,SELL,2135,2136,3426.63,3388.68,135,2.14,1.849,1.108,win
ETHUSDT,SELL,BUY,2269,2270,3373.08,3521.45,39,5.636,0.062,4.399,win
ETHUSDT,BUY,SELL,2585,2586,3548.24,3400.16,22,5.023,1.099,4.173,win
ETHUSDT,BUY,SELL,4325,4326,3036.64,2863.63,39,5.784,0.389,5.697,win
ETHUSDT,BUY,SELL,5751,5752,3158.6,3009.48,18,5.496,0.013,4.721,win
ETHUSDT,SELL,BUY,6829,6830,2908.36,2945.24,169,1.77,0.075,1.268,lose
ETHUSDT,BUY,SELL,6997,6998,2941.99,2926.66,102,1.136,3.875,0.521,lose
ETHUSDT,SELL,BUY,7098,7099,2918.77,2978.2,114,3.08,0.349,2.036,win
ETHUSDT,BUY,SELL,7211,7212,2990.5,3212.1,753,1.646,10.617,-7.41,lose
ETHUSDT,BUY,SELL,8350,8351,3113.84,3107.98,152,1.686,1.832,0.188,lose
ETHUSDT,SELL,BUY,8795,8796,3296.49,3328.13,142,0.962,1.367,0.96,lose
ETHUSDT,BUY,SELL,9798,9799,2943.77,2954.83,255,1.999,3.439,-0.376,lose
ETHUSDT,BUY,SELL,11158,11159,2124.85,2012.23,49,6.061,1.089,5.3,win
ETHUSDT,SELL,BUY,11206,11207,2010.18,2032.51,322,1.98,5.791,1.111,lose
ETHUSDT,BUY,SELL,12277,12278,1973.29,1949.63,112,1.574,1.183,1.199,lose
ETHUSDT,SELL,BUY,13090,13091,1944.79,2057.43,73,6.761,1.614,5.792,win
ETHUSDT,BUY,SELL,13162,13163,2069.37,1948.81,73,6.348,0.949,5.826,win
ETHUSDT,SELL,BUY,13234,13235,1946.35,2083.19,94,7.282,1.029,7.031,win
ETHUSDT,SELL,BUY,16392,16393,2035.02,2107.23,63,4.078,0.708,3.548,win
ETHUSDT,SELL,BUY,16777,16778,2179.97,2232.99,121,3.036,1.1,2.432,win
ETHUSDT,SELL,BUY,17333,17334,2323.71,2350.86,92,2.623,0.728,1.168,win
ETHUSDT,BUY,SELL,17882,17883,2330.51,2342.37,224,2.132,3.969,-0.509,win
ETHUSDT,SELL,BUY,18501,18502,2319.4,2327.84,188,0.981,2.732,0.364,lose
ETHUSDT,BUY,SELL,19641,19642,2314.24,2310.15,280,0.92,2.923,0.177,lose
ETHUSDT,BUY,SELL,20047,20048,2317.27,2256.51,23,2.989,0.233,2.622,win
ETHUSDT,BUY,SELL,20173,20174,2315.13,2256.63,63,3.407,0.15,2.527,win
ETHUSDT,SELL,BUY,20235,20236,2253.0,2135.71,528,0.47,7.933,-5.206,lose
ETHUSDT,BUY,SELL,20762,20763,2139.28,2119.54,71,1.672,0.828,0.923,lose
ETHUSDT,SELL,BUY,20832,20833,2105.78,2076.1,216,2.232,4.691,-1.409,win
ETHUSDT,SELL,BUY,21270,21271,2084.61,2039.15,345,2.641,5.715,-2.181,win
ETHUSDT,SELL,BUY,21803,21804,2006.09,1617.47,632,0.807,25.048,-19.372,lose
ETHUSDT,SELL,BUY,22668,22669,1627.79,1686.21,200,4.029,1.581,3.589,win
ETHUSDT,BUY,SELL,22867,22868,1680.16,1663.99,283,1.725,1.068,0.962,lose
ETHUSDT,SELL,BUY,23149,23150,1660.7,1720.03,21,4.293,0.158,3.573,win
ETHUSDT,SELL,BUY,23294,23295,1761.46,1724.32,392,4.433,5.16,-2.108,win
ETHUSDT,SELL,BUY,24193,24194,1537.0,1594.46,195,4.01,1.7,3.738,win
ETHUSDT,SELL,BUY,24455,24456,1570.38,1618.26,140,4.255,1.489,3.049,win
ETHUSDT,BUY,SELL,24594,24595,1627.7,1577.88,71,3.265,0.006,3.061,win
ETHUSDT,SELL,BUY,24664,24665,1580.09,1621.84,112,3.204,1.957,2.642,win
ETHUSDT,BUY,SELL,24775,24776,1623.1,1753.22,629,1.661,12.932,-8.017,lose
ETHUSDT,SELL,BUY,25403,25404,1756.44,1775.4,190,1.306,2.504,1.079,lose
ETHUSDT,SELL,BUY,25773,25774,1788.23,1817.85,70,2.123,0.056,1.656,win
ETHUSDT,BUY,SELL,25842,25843,1816.54,1778.68,45,2.452,1.732,2.084,win
ETHUSDT,SELL,BUY,25886,25887,1783.7,1857.73,128,4.667,2.001,4.15,win
ETHUSDT,SELL,BUY,26196,26197,1887.39,1858.4,231,0.363,4.5,-1.536,lose
ETHUSDT,BUY,SELL,26426,26427,1858.75,1902.9,457,0.91,5.38,-2.375,lose
ETHUSDT,SELL,BUY,27302,27303,1889.76,1922.75,90,2.04,1.796,1.746,win
ETHUSDT,BUY,SELL,27391,27392,1919.4,1882.34,241,2.56,0.895,1.931,win
ETHUSDT,SELL,BUY,27631,27632,1883.46,1877.62,169,0.332,3.337,-0.31,lose
ETHUSDT,BUY,SELL,27799,27800,1875.01,1842.76,113,1.944,1.253,1.72,lose
ETHUSDT,SELL,BUY,27911,27912,1844.19,1861.13,122,2.035,0.922,0.919,win
ETHUSDT,BUY,SELL,28785,28786,1905.1,1881.95,57,1.737,1.043,1.215,lose
ETHUSDT,SELL,BUY,28841,28842,1878.79,1886.45,358,1.108,0.888,0.408,lose
ETHUSDT,BUY,SELL,29198,29199,1887.22,2413.94,572,1.018,35.088,-27.91,lose
ETHUSDT,BUY,SELL,29885,29886,2449.22,2487.85,114,1.069,3.41,-1.577,lose
LINKUSDT,SELL,BUY,1097,1098,18.206,17.336,425,3.34,10.409,-4.779,win
LINKUSDT,SELL,BUY,2030,2031,14.388,15.88,98,10.405,0.612,10.37,win
LINKUSDT,SELL,BUY,2260,2261,15.195,15.801,54,4.883,1.204,3.988,win
LINKUSDT,BUY,SELL,2585,2586,16.107,15.144,21,6.469,0.851,5.979,win
LINKUSDT,BUY,SELL,3207,3208,13.802,13.318,29,5.036,0.254,3.507,win
LINKUSDT,SELL,BUY,3374,3375,12.837,12.506,236,3.887,9.621,-2.578,win
LINKUSDT,BUY,SELL,4929,4930,13.958,13.382,69,5.66,0.509,4.127,win
LINKUSDT,BUY,SELL,5194,5195,14.726,13.815,133,6.893,1.901,6.186,win
LINKUSDT,SELL,BUY,6337,6338,12.244,12.632,84,4.035,0.147,3.169,win
LINKUSDT,BUY,SELL,6791,6792,12.454,12.229,40,3.348,0.321,1.807,win
LINKUSDT,SELL,BUY,6830,6831,12.153,12.382,117,2.822,0.214,1.884,win
LINKUSDT,BUY,SELL,6946,6947,12.433,12.372,155,1.576,4.842,0.491,lose
LINKUSDT,SELL,BUY,7100,7101,12.367,12.448,313,1.868,1.819,0.655,lose
LINKUSDT,BUY,SELL,9376,9377,12.485,12.232,61,2.964,0.104,2.026,win
LINKUSDT,SELL,BUY,9436,9437,12.205,11.879,385,2.376,6.964,-2.671,win
LINKUSDT,BUY,SELL,10477,10478,9.919,9.254,101,6.704,0.524,6.704,win
LINKUSDT,SELL,BUY,11121,11122,8.598,8.886,42,4.838,1.628,3.35,win
LINKUSDT,BUY,SELL,11162,11163,8.963,8.536,46,5.456,0.011,4.764,win
LINKUSDT,SELL,BUY,11207,11208,8.542,8.703,322,3.266,4.917,1.885,win
LINKUSDT,BUY,SELL,12202,12203,8.89,8.709,185,2.283,1.879,2.036,win
LINKUSDT,SELL,BUY,13086,13087,8.574,9.135,77,7.523,0.117,6.543,win
LINKUSDT,BUY,SELL,13162,13163,9.194,8.638,71,6.559,0.805,6.047,win
LINKUSDT,SELL,BUY,13232,13233,8.636,9.246,96,7.642,0.973,7.063,win
LINKUSDT,BUY,SELL,16342,16343,8.763,8.559,48,3.058,0.171,2.328,win
LINKUSDT,SELL,BUY,16389,16390,8.548,8.887,69,4.516,0.901,3.966,win
LINKUSDT,SELL,BUY,17042,17043,8.796,9.018,167,2.717,1.342,2.524,win
LINKUSDT,SELL,BUY,17309,17310,9.0,9.261,87,3.022,0.289,2.9,win
LINKUSDT,BUY,SELL,17395,17396,9.233,9.404,258,1.202,6.845,-1.852,lose
LINKUSDT,BUY,SELL,17883,17884,9.337,9.26,211,1.778,2.346,0.825,lose
LINKUSDT,SELL,BUY,18093,18094,9.287,9.359,103,1.12,1.594,0.775,lose
LINKUSDT,BUY,SELL,18195,18196,9.339,9.286,165,1.06,1.114,0.568,lose
LINKUSDT,SELL,BUY,18359,18360,9.292,9.433,56,1.668,0.075,1.517,lose
LINKUSDT,BUY,SELL,18414,18415,9.422,9.302,91,1.38,1.762,1.274,lose
LINKUSDT,SELL,BUY,18729,18730,9.09,9.231,186,2.046,2.046,1.551,win
LINKUSDT,BUY,SELL,18914,18915,9.249,9.109,51,2.033,0.119,1.514,win
LINKUSDT,SELL,BUY,18964,18965,9.103,9.207,77,1.659,0.472,1.142,lose
LINKUSDT,BUY,SELL,19040,19041,9.209,9.088,29,1.488,0.141,1.314,lose
LINKUSDT,SELL,BUY,19068,19069,9.088,9.27,87,2.311,0.275,2.003,win
LINKUSDT,SELL,BUY,19531,19532,9.868,10.293,70,4.651,1.084,4.307,win
LINKUSDT,SELL,BUY,20069,20070,10.208,10.756,101,5.496,1.734,5.368,win
LINKUSDT,BUY,SELL,20609,20610,9.745,9.442,66,3.232,0.78,3.109,win
LINKUSDT,SELL,BUY,20674,20675,9.462,9.667,105,2.367,0.951,2.167,win
LINKUSDT,BUY,SELL,20778,20779,9.656,9.496,176,3.003,3.884,1.657,win
LINKUSDT,BUY,SELL,21221,21222,9.609,9.378,50,2.654,0.614,2.404,win
LINKUSDT,SELL,BUY,21270,21271,9.358,9.185,379,3.462,6.551,-1.849,win
LINKUSDT,SELL,BUY,21806,21807,9.026,7.561,618,2.127,22.59,-16.231,win
LINKUSDT,BUY,SELL,22842,22843,7.836,7.834,300,1.978,2.82,0.026,lose
LINKUSDT,SELL,BUY,23141,23142,7.826,8.121,31,4.204,0.601,3.769,win
LINKUSDT,SELL,BUY,23414,23415,8.139,7.984,382,2.801,4.644,-1.904,win
LINKUSDT,BUY,SELL,23795,23796,7.993,7.805,52,2.79,0.013,2.352,win
LINKUSDT,SELL,BUY,23846,23847,7.801,8.099,54,4.115,0.5,3.82,win
LINKUSDT,SELL,BUY,24193,24194,7.024,7.35,143,5.339,0.214,4.641,win
LINKUSDT,SELL,BUY,24439,24440,7.296,7.448,158,2.782,1.974,2.083,win
LINKUSDT,BUY,SELL,24596,24597,7.463,7.278,64,2.961,0.228,2.479,win
LINKUSDT,SELL,BUY,24659,24660,7.275,7.416,119,2.557,2.818,1.938,win
LINKUSDT,BUY,SELL,24777,24778,7.411,7.884,335,1.484,10.296,-6.382,lose
LINKUSDT,SELL,BUY,25111,25112,7.878,8.083,77,3.44,0.559,2.602,win
LINKUSDT,SELL,BUY,25253,25254,7.854,7.748,300,4.049,4.291,-1.35,win
LINKUSDT,BUY,SELL,25552,25553,7.757,7.896,219,0.696,4.641,-1.792,lose
LINKUSDT,SELL,BUY,25770,25771,7.89,8.067,80,2.674,0.456,2.243,win
LINKUSDT,BUY,SELL,25849,25850,8.074,7.911,66,2.626,0.743,2.019,win
LINKUSDT,SELL,BUY,25914,25915,7.93,8.296,101,5.044,1.791,4.615,win
LINKUSDT,BUY,SELL,26426,26427,8.34,8.543,432,0.731,5.036,-2.434,lose
LINKUSDT,SELL,BUY,27931,27932,8.175,8.279,312,2.006,1.382,1.272,win
NEARUSDT,BUY,SELL,1533,1534,2.175,2.039,156,6.437,1.241,6.253,win
NEARUSDT,BUY,SELL,1939,1940,1.938,2.76,511,2.683,64.293,-42.415,win
NEARUSDT,SELL,BUY,3823,3824,1.84,1.942,137,6.467,1.359,5.543,win
NEARUSDT,BUY,SELL,3959,3960,1.943,1.875,125,4.014,0.566,3.5,win
NEARUSDT,BUY,SELL,5887,5888,1.59,1.474,86,7.547,1.447,7.296,win
NEARUSDT,BUY,SELL,6685,6686,1.509,1.436,78,5.235,0.133,4.838,win
NEARUSDT,BUY,SELL,9922,9923,1.491,1.449,132,3.823,0.671,2.817,win
NEARUSDT,SELL,BUY,11208,11209,0.997,0.998,202,1.103,5.918,0.1,lose
NEARUSDT,BUY,SELL,11409,11410,0.996,0.949,35,6.325,1.506,4.719,win
NEARUSDT,SELL,BUY,11443,11444,0.948,0.999,82,6.224,0.949,5.38,win
NEARUSDT,BUY,SELL,11524,11525,0.999,1.039,213,0.601,10.31,-4.004,lose
NEARUSDT,BUY,SELL,13731,13732,1.23,1.315,544,3.496,15.61,-6.911,win
NEARUSDT,SELL,BUY,14274,14275,1.316,1.351,82,3.04,1.368,2.66,win
NEARUSDT,BUY,SELL,15187,15188,1.302,1.281,147,2.919,2.074,1.613,win
NEARUSDT,BUY,SELL,15949,15950,1.195,1.163,138,3.347,2.845,2.678,win
NEARUSDT,SELL,BUY,16086,16087,1.161,1.199,110,3.876,1.981,3.273,win
NEARUSDT,SELL,BUY,16556,16557,1.239,1.305,86,6.053,1.533,5.327,win
NEARUSDT,SELL,BUY,17050,17051,1.338,1.388,107,4.036,1.121,3.737,win
NEARUSDT,SELL,BUY,17300,17301,1.366,1.391,78,2.562,1.83,1.83,win
NEARUSDT,BUY,SELL,17935,17936,1.379,1.38,175,2.175,3.771,-0.073,win
NEARUSDT,BUY,SELL,18211,18212,1.414,1.391,148,1.909,1.273,1.627,lose
NEARUSDT,SELL,BUY,18358,18359,1.391,1.368,333,1.582,4.529,-1.653,lose
NEARUSDT,SELL,BUY,19831,19832,1.526,1.575,124,5.177,1.507,3.211,win
NEARUSDT,BUY,SELL,19954,19955,1.602,1.576,148,5.556,5.493,1.623,win
NEARUSDT,SELL,BUY,20101,20102,1.575,1.532,324,3.683,6.286,-2.73,win
NEARUSDT,BUY,SELL,25187,25188,2.034,1.886,207,7.325,3.638,7.276,win
NEARUSDT,SELL,BUY,26701,26702,1.938,1.834,509,0.722,8.359,-5.366,lose
NEARUSDT,SELL,BUY,28088,28089,1.699,1.628,430,1.825,7.357,-4.179,lose
NEARUSDT,SELL,BUY,28633,28634,1.605,1.624,114,1.308,4.299,1.184,lose
NEARUSDT,BUY,SELL,29038,29039,1.65,1.61,97,2.424,1.152,2.424,win
NEARUSDT,SELL,BUY,29408,29409,1.592,1.648,70,3.643,1.884,3.518,win
SOLUSDT,SELL,BUY,1179,1180,193.11,200.25,69,4.428,1.6,3.697,win
SOLUSDT,BUY,SELL,1944,1945,163.05,157.76,92,5.704,0.509,3.244,win
SOLUSDT,BUY,SELL,3315,3316,142.94,131.84,59,8.311,1.287,7.765,win
SOLUSDT,SELL,BUY,3373,3374,132.53,130.61,239,3.063,8.685,-1.449,win
SOLUSDT,BUY,SELL,4330,4331,138.78,128.6,34,7.407,0.728,7.335,win
SOLUSDT,SELL,BUY,5129,5130,133.18,143.14,67,7.839,1.246,7.479,win
SOLUSDT,SELL,BUY,5484,5485,131.86,131.59,475,2.685,6.317,-0.205,win
SOLUSDT,BUY,SELL,5958,5959,133.39,121.64,18,9.109,0.045,8.809,win
SOLUSDT,SELL,BUY,5975,5976,121.91,124.31,147,5.816,4.265,1.969,win
SOLUSDT,BUY,SELL,6433,6434,126.96,124.87,85,2.662,1.402,1.646,win
SOLUSDT,BUY,SELL,6739,6740,123.76,119.52,24,3.725,0.323,3.426,win
SOLUSDT,BUY,SELL,6813,6814,123.93,123.71,286,2.873,5.067,0.178,win
SOLUSDT,SELL,BUY,7098,7099,123.58,125.47,154,2.355,1.157,1.529,win
SOLUSDT,BUY,SELL,8098,8099,139.92,135.9,106,3.616,0.872,2.873,win
SOLUSDT,SELL,BUY,8203,8204,135.93,139.16,154,2.56,0.463,2.376,win
SOLUSDT,BUY,SELL,8869,8870,144.87,142.18,111,2.119,0.193,1.857,win
SOLUSDT,SELL,BUY,8979,8980,142.41,130.89,364,0.548,12.752,-8.089,lose
SOLUSDT,SELL,BUY,9421,9422,127.81,124.23,394,1.831,8.458,-2.801,lose
SOLUSDT,SELL,BUY,10039,10040,122.78,87.88,824,0.937,45.195,-28.425,lose
SOLUSDT,SELL,BUY,11118,11119,84.49,87.93,44,4.935,1.977,4.071,win
SOLUSDT,BUY,SELL,11527,11528,83.61,85.28,210,0.921,9.066,-1.997,lose
SOLUSDT,SELL,BUY,11736,11737,85.27,86.38,138,2.803,3.237,1.302,win
SOLUSDT,BUY,SELL,11873,11874,86.16,83.35,39,3.83,0.696,3.261,win
SOLUSDT,SELL,BUY,11911,11912,83.4,83.27,261,3.165,4.592,-0.156,win
SOLUSDT,BUY,SELL,13828,13829,85.58,85.15,252,1.531,3.739,0.502,lose
SOLUSDT,BUY,SELL,14112,14113,86.91,87.88,141,2.163,7.444,-1.116,win
SOLUSDT,BUY,SELL,14368,14369,88.43,90.37,317,1.267,10.426,-2.194,lose
SOLUSDT,BUY,SELL,14953,14954,90.1,87.21,66,4.351,0.289,3.208,win
SOLUSDT,BUY,SELL,15165,15166,90.18,89.11,118,1.73,2.284,1.187,lose
SOLUSDT,BUY,SELL,15808,15809,83.57,80.43,116,4.403,1.687,3.757,win
SOLUSDT,BUY,SELL,16239,16240,80.08,79.59,156,0.974,1.948,0.612,lose
SOLUSDT,SELL,BUY,16394,16395,79.57,82.73,66,4.248,1.408,3.971,win
SOLUSDT,SELL,BUY,16553,16554,79.96,82.06,83,3.027,2.076,2.626,win
SOLUSDT,SELL,BUY,17044,17045,82.59,83.82,166,1.986,1.647,1.489,lose
SOLUSDT,SELL,BUY,17650,17651,87.09,85.35,244,0.126,4.96,-1.998,lose
SOLUSDT,BUY,SELL,17893,17894,85.67,85.76,209,1.646,4.226,-0.105,lose
SOLUSDT,BUY,SELL,18318,18319,86.6,85.55,41,1.293,0.173,1.212,lose
SOLUSDT,BUY,SELL,18448,18449,86.43,85.3,58,1.539,1.909,1.307,lose
SOLUSDT,SELL,BUY,18505,18506,85.21,84.59,188,0.704,2.699,-0.728,lose
SOLUSDT,BUY,SELL,18692,18693,84.7,83.14,40,2.113,0.98,1.842,win
SOLUSDT,SELL,BUY,18731,18732,83.1,84.01,150,1.528,2.154,1.095,lose
SOLUSDT,BUY,SELL,18880,18881,84.1,95.02,1090,1.094,16.956,-12.985,lose
SOLUSDT,SELL,BUY,19969,19970,94.67,92.98,205,1.373,5.218,-1.785,lose
SOLUSDT,BUY,SELL,20173,20174,93.27,90.63,80,3.281,0.354,2.83,win
SOLUSDT,BUY,SELL,20751,20752,86.75,84.83,203,3.274,1.464,2.213,win
SOLUSDT,BUY,SELL,21648,21649,82.69,81.53,157,1.584,0.822,1.403,lose
SOLUSDT,SELL,BUY,22667,22668,64.07,65.28,161,2.607,2.778,1.889,win
SOLUSDT,BUY,SELL,23170,23171,70.12,73.27,230,0.342,8.471,-4.492,lose
SOLUSDT,BUY,SELL,23678,23679,72.17,71.8,268,2.425,3.88,0.513,win
SOLUSDT,BUY,SELL,24166,24167,69.28,65.82,28,7.621,0.289,4.994,win
SOLUSDT,SELL,BUY,24193,24194,64.19,70.74,72,10.562,0.016,10.204,win
SOLUSDT,SELL,BUY,24673,24674,72.84,75.33,63,4.132,0.851,3.418,win
SOLUSDT,SELL,BUY,25106,25107,80.48,82.79,175,4.063,1.603,2.87,win
SOLUSDT,BUY,SELL,25280,25281,82.58,78.89,114,4.723,0.339,4.468,win
SOLUSDT,SELL,BUY,25660,25661,77.86,77.02,360,1.284,4.881,-1.079,lose
SOLUSDT,SELL,BUY,26193,26194,75.98,76.0,258,1.145,3.501,0.026,lose
SOLUSDT,BUY,SELL,26450,26451,76.06,77.29,332,0.986,3.694,-1.617,lose
SOLUSDT,SELL,BUY,26781,26782,77.2,74.48,332,2.137,4.974,-3.523,win
SOLUSDT,SELL,BUY,27654,27655,72.95,73.1,144,0.699,3.345,0.206,lose
SOLUSDT,BUY,SELL,27797,27798,73.1,72.2,119,1.683,1.669,1.231,lose
SOLUSDT,BUY,SELL,27952,27953,73.69,73.34,263,0.909,1.533,0.475,lose
SOLUSDT,SELL,BUY,28214,28215,73.33,73.76,102,1.336,1.418,0.586,lose
SOLUSDT,BUY,SELL,28315,28316,73.97,75.83,313,1.109,5.286,-2.515,lose
SOLUSDT,SELL,BUY,28627,28628,75.95,76.26,132,0.908,1.817,0.408,lose
SOLUSDT,SELL,BUY,28836,28837,75.45,75.52,422,1.524,1.922,0.093,lose
SOLUSDT,BUY,SELL,29257,29258,75.74,101.82,742,0.805,35.78,-34.434,lose
XRPUSDT,SELL,BUY,550,551,2.3904,2.4295,184,1.774,2.799,1.636,lose
XRPUSDT,BUY,SELL,1465,1466,2.5423,2.4404,222,4.134,0.48,4.008,win
XRPUSDT,BUY,SELL,1946,1947,2.3426,2.2268,83,5.763,3.133,4.943,win
XRPUSDT,SELL,BUY,2222,2223,2.2529,2.3387,108,4.465,0.688,3.808,win
XRPUSDT,BUY,SELL,3061,3062,2.2723,2.1432,30,5.725,1.514,5.681,win
XRPUSDT,SELL,BUY,3932,3933,2.1485,2.2285,26,4.892,0.261,3.724,win
XRPUSDT,BUY,SELL,3957,3958,2.2411,2.1799,248,3.846,1.499,2.731,win
XRPUSDT,SELL,BUY,4204,4205,2.1796,2.1214,315,1.991,9.043,-2.67,lose
XRPUSDT,BUY,SELL,5011,5012,2.1024,2.0549,164,4.366,0.994,2.259,win
XRPUSDT,SELL,BUY,5174,5175,2.0537,2.1641,23,5.858,0.297,5.376,win
XRPUSDT,SELL,BUY,5278,5279,2.0613,2.038,284,2.329,4.614,-1.13,win
XRPUSDT,BUY,SELL,5561,5562,2.0325,1.9998,96,2.165,0.512,1.609,win
XRPUSDT,SELL,BUY,6343,6344,1.9003,1.8641,608,2.552,4.047,-1.905,win
XRPUSDT,BUY,SELL,6950,6951,1.8628,1.8598,154,0.596,2.91,0.161,lose
XRPUSDT,SELL,BUY,7103,7104,1.8619,1.8726,171,1.278,1.047,0.575,lose
XRPUSDT,BUY,SELL,7273,7274,1.8717,1.8369,37,1.907,0.572,1.859,lose
XRPUSDT,SELL,BUY,9417,9418,1.9136,1.9076,375,2.681,5.44,-0.314,win
XRPUSDT,SELL,BUY,11259,11260,1.3963,1.4166,272,1.776,3.96,1.454,lose
XRPUSDT,BUY,SELL,11530,11531,1.4164,1.4686,203,1.341,17.855,-3.685,lose
XRPUSDT,BUY,SELL,13162,13163,1.4161,1.3511,76,5.303,0.459,4.59,win
XRPUSDT,SELL,BUY,13237,13238,1.3495,1.4152,92,5.661,1.06,4.868,win
XRPUSDT,SELL,BUY,14308,14309,1.3873,1.4148,47,2.105,0.086,1.982,win
XRPUSDT,BUY,SELL,15168,15169,1.434,1.3929,108,3.201,2.211,2.866,win
XRPUSDT,BUY,SELL,15338,15339,1.4177,1.3859,90,2.264,1.375,2.243,win
XRPUSDT,BUY,SELL,15660,15661,1.35,1.331,71,1.674,0.096,1.407,lose
XRPUSDT,BUY,SELL,15803,15804,1.3538,1.3233,64,2.822,0.923,2.253,win
XRPUSDT,SELL,BUY,15866,15867,1.3231,1.3556,137,2.494,1.534,2.456,win
XRPUSDT,BUY,SELL,16002,16003,1.3539,1.3136,85,3.287,1.034,2.977,win
XRPUSDT,SELL,BUY,16086,16087,1.3129,1.3222,152,1.729,2.574,0.708,lose
XRPUSDT,BUY,SELL,16237,16238,1.3239,1.2986,150,2.221,0.053,1.911,win
XRPUSDT,SELL,BUY,16556,16557,1.322,1.3729,89,3.88,2.118,3.85,win
XRPUSDT,SELL,BUY,16750,16751,1.332,1.3548,80,2.162,0.833,1.712,win
XRPUSDT,SELL,BUY,17046,17047,1.3336,1.3505,169,1.612,1.162,1.267,lose
XRPUSDT,SELL,BUY,17653,17654,1.439,1.4304,267,0.486,3.523,-0.598,lose
XRPUSDT,BUY,SELL,17919,17920,1.4308,1.4249,177,1.433,2.195,0.412,lose
XRPUSDT,SELL,BUY,18095,18096,1.4207,1.4303,123,1.732,0.894,0.676,lose
XRPUSDT,BUY,SELL,18217,18218,1.432,1.4193,137,0.964,1.278,0.887,lose
XRPUSDT,SELL,BUY,18353,18354,1.4191,1.4411,129,1.874,0.148,1.55,lose
XRPUSDT,BUY,SELL,18481,18482,1.4442,1.414,25,2.278,0.145,2.091,win
XRPUSDT,SELL,BUY,18505,18506,1.4134,1.4036,201,0.361,3.297,-0.693,lose
XRPUSDT,BUY,SELL,18912,18913,1.3911,1.4112,532,0.784,4.723,-1.445,lose
XRPUSDT,SELL,BUY,19443,19444,1.411,1.4215,163,0.914,2.417,0.744,lose
XRPUSDT,BUY,SELL,19605,19606,1.4186,1.4386,365,0.592,6.288,-1.41,lose
XRPUSDT,SELL,BUY,19969,19970,1.4337,1.4619,72,2.141,1.123,1.967,win
XRPUSDT,BUY,SELL,20040,20041,1.4603,1.4256,28,2.746,0.589,2.376,win
XRPUSDT,SELL,BUY,20067,20068,1.4289,1.4677,99,3.149,1.295,2.715,win
XRPUSDT,SELL,BUY,20257,20258,1.4315,1.3815,537,1.341,5.938,-3.493,lose
XRPUSDT,BUY,SELL,20793,20794,1.3837,1.3602,45,2.414,0.108,1.698,win
XRPUSDT,SELL,BUY,21153,21154,1.335,1.3253,368,2.27,5.109,-0.727,win
XRPUSDT,BUY,SELL,21520,21521,1.3245,1.3272,285,2.341,3.088,-0.204,win
XRPUSDT,SELL,BUY,23140,23141,1.128,1.1716,31,4.202,0.062,3.865,win
XRPUSDT,BUY,SELL,23170,23171,1.1702,1.2134,165,0.299,10.494,-3.692,lose
XRPUSDT,BUY,SELL,23709,23710,1.1454,1.1267,137,2.279,0.838,1.633,win
XRPUSDT,SELL,BUY,24436,24437,1.0462,1.0674,167,2.868,1.424,2.026,win
XRPUSDT,BUY,SELL,24602,24603,1.0692,1.0415,59,2.684,0.037,2.591,win
XRPUSDT,BUY,SELL,24779,24780,1.0621,1.1408,336,1.685,11.458,-7.41,lose
XRPUSDT,BUY,SELL,25192,25193,1.1576,1.1153,57,4.216,0.294,3.654,win
XRPUSDT,SELL,BUY,25248,25249,1.1159,1.1073,341,4.355,4.31,-0.771,win
